Date,GM_AC,F_AC,MRK_AC,PFE_AC,MSFT_AC,,,,,,
22-Aug-88,13.68,4.05,5.41,1.46,0.29,,,,,,
23-Aug-88,13.9,4.09,5.36,1.46,0.3,,,,,,
24-Aug-88,14.04,4.23,5.47,1.46,0.31,,,,,,
25-Aug-88,13.92,4.19,5.41,1.45,0.31,,,,,,
26-Aug-88,13.85,4.17,5.44,1.44,0.31,,,,,,
29-Aug-88,13.97,4.25,5.52,1.45,0.31,,,,,,
30-Aug-88,14.02,4.24,5.51,1.45,0.31,,,,,,
31-Aug-88,14.02,4.25,5.42,1.45,0.3,,,,,,
1-Sep-88,13.82,4.22,5.36,1.43,0.29,,,,,,
2-Sep-88,14.11,4.33,5.49,1.47,0.31,,,,,,
6-Sep-88,14.28,4.37,5.57,1.49,0.31,,,,,,
7-Sep-88,14.18,4.35,5.62,1.51,0.31,,,,,,
8-Sep-88,14.16,4.33,5.62,1.51,0.31,,,,,,
9-Sep-88,14.09,4.34,5.71,1.52,0.32,,,,,,
12-Sep-88,14.26,4.43,5.71,1.51,0.32,,,,,,
13-Sep-88,14.35,4.45,5.71,1.53,0.32,,,,,,
14-Sep-88,14.47,4.47,5.78,1.53,0.32,,,,,,
15-Sep-88,14.38,4.43,5.75,1.53,0.31,,,,,,
16-Sep-88,14.5,4.33,5.8,1.54,0.31,,,,,,
19-Sep-88,14.3,4.28,5.71,1.52,0.31,,,,,,
20-Sep-88,14.28,4.3,5.71,1.54,0.32,,,,,,
21-Sep-88,14.21,4.32,5.78,1.57,0.32,,,,,,
22-Sep-88,13.99,4.28,5.68,1.57,0.33,,,,,,
23-Sep-88,14.16,4.38,5.67,1.57,0.32,,,,,,
26-Sep-88,14.26,4.38,5.65,1.54,0.32,,,,,,
27-Sep-88,14.16,4.37,5.66,1.54,0.31,,,,,,
28-Sep-88,14.11,4.38,5.7,1.56,0.32,,,,,,
29-Sep-88,14.33,4.45,5.8,1.57,0.32,,,,,,
30-Sep-88,14.43,4.42,5.71,1.56,0.31,,,,,,
3-Oct-88,14.45,4.48,5.66,1.56,0.31,,,,,,
4-Oct-88,14.43,4.44,5.68,1.54,0.31,,,,,,
5-Oct-88,14.33,4.48,5.7,1.56,0.3,,,,,,
6-Oct-88,14.26,4.48,5.76,1.59,0.3,,,,,,
7-Oct-88,14.54,4.59,5.88,1.59,0.3,,,,,,
10-Oct-88,14.54,4.62,5.87,1.6,0.3,,,,,,
11-Oct-88,14.47,4.61,5.84,1.6,0.3,,,,,,
12-Oct-88,14.21,4.48,5.7,1.57,0.3,,,,,,
13-Oct-88,14.33,4.39,5.77,1.58,0.31,,,,,,
14-Oct-88,14.35,4.46,5.81,1.59,0.31,,,,,,
17-Oct-88,14.43,4.48,5.76,1.6,0.31,,,,,,
18-Oct-88,14.79,4.52,5.73,1.61,0.32,,,,,,
19-Oct-88,14.59,4.45,5.71,1.61,0.32,,,,,,
20-Oct-88,14.76,4.63,5.72,1.63,0.32,,,,,,
21-Oct-88,14.81,4.62,5.73,1.65,0.32,,,,,,
24-Oct-88,14.76,4.63,5.73,1.66,0.31,,,,,,
25-Oct-88,14.93,4.72,5.73,1.68,0.3,,,,,,
26-Oct-88,14.93,4.64,5.72,1.69,0.3,,,,,,
27-Oct-88,15.48,4.65,5.67,1.65,0.3,,,,,,
28-Oct-88,16.13,4.57,5.65,1.64,0.3,,,,,,
31-Oct-88,16.04,4.5,5.66,1.63,0.29,,,,,,
1-Nov-88,16.16,4.5,5.66,1.64,0.29,,,,,,
2-Nov-88,16.32,4.49,5.83,1.64,0.28,,,,,,
3-Nov-88,16.28,4.41,5.82,1.63,0.28,,,,,,
4-Nov-88,16.04,4.33,5.73,1.61,0.28,,,,,,
7-Nov-88,15.87,4.45,5.68,1.6,0.28,,,,,,
8-Nov-88,15.96,4.47,5.7,1.61,0.29,,,,,,
9-Nov-88,15.96,4.47,5.67,1.61,0.3,,,,,,
10-Nov-88,15.99,4.45,5.65,1.62,0.29,,,,,,
11-Nov-88,15.79,4.36,5.54,1.59,0.29,,,,,,
14-Nov-88,15.69,4.34,5.47,1.58,0.29,,,,,,
15-Nov-88,15.84,4.39,5.45,1.58,0.28,,,,,,
16-Nov-88,15.48,4.32,5.3,1.58,0.28,,,,,,
17-Nov-88,15.62,4.31,5.42,1.57,0.28,,,,,,
18-Nov-88,15.65,4.32,5.52,1.59,0.28,,,,,,
21-Nov-88,15.74,4.33,5.51,1.6,0.28,,,,,,
22-Nov-88,15.89,4.4,5.49,1.6,0.28,,,,,,
23-Nov-88,16.06,4.47,5.51,1.61,0.28,,,,,,
25-Nov-88,16.04,4.37,5.42,1.6,0.28,,,,,,
28-Nov-88,16.06,4.36,5.45,1.6,0.28,,,,,,
29-Nov-88,16.38,4.48,5.54,1.62,0.29,,,,,,
30-Nov-88,16.45,4.54,5.62,1.64,0.28,,,,,,
1-Dec-88,16.5,4.55,5.64,1.63,0.29,,,,,,
2-Dec-88,16.33,4.53,5.65,1.62,0.3,,,,,,
5-Dec-88,16.75,4.6,5.68,1.67,0.3,,,,,,
6-Dec-88,17.04,4.62,5.77,1.68,0.3,,,,,,
7-Dec-88,16.87,4.6,5.76,1.65,0.3,,,,,,
8-Dec-88,16.79,4.54,5.7,1.65,0.29,,,,,,
9-Dec-88,16.89,4.57,5.76,1.67,0.29,,,,,,
12-Dec-88,16.89,4.57,5.68,1.68,0.29,,,,,,
13-Dec-88,16.87,4.59,5.72,1.66,0.29,,,,,,
14-Dec-88,16.79,4.52,5.72,1.67,0.29,,,,,,
15-Dec-88,16.72,4.45,5.66,1.68,0.29,,,,,,
16-Dec-88,16.75,4.43,5.73,1.69,0.3,,,,,,
19-Dec-88,17.14,4.51,5.77,1.69,0.31,,,,,,
20-Dec-88,16.99,4.52,5.75,1.67,0.31,,,,,,
21-Dec-88,16.82,4.48,5.7,1.69,0.31,,,,,,
22-Dec-88,16.75,4.45,5.67,1.7,0.31,,,,,,
23-Dec-88,16.62,4.45,5.67,1.69,0.31,,,,,,
27-Dec-88,16.67,4.44,5.62,1.69,0.31,,,,,,
28-Dec-88,16.65,4.42,5.64,1.69,0.31,,,,,,
29-Dec-88,16.65,4.5,5.71,1.69,0.32,,,,,,
30-Dec-88,16.31,4.41,5.75,1.67,0.32,,,,,,
3-Jan-89,16.06,4.4,5.7,1.67,0.32,,,,,,
4-Jan-89,16.38,4.47,5.71,1.68,0.33,,,,,,
5-Jan-89,16.43,4.5,5.78,1.67,0.32,,,,,,
6-Jan-89,16.75,4.49,5.8,1.67,0.32,,,,,,
9-Jan-89,16.82,4.47,5.77,1.65,0.32,,,,,,
10-Jan-89,16.72,4.47,5.75,1.65,0.31,,,,,,
11-Jan-89,16.87,4.6,5.88,1.66,0.32,,,,,,
12-Jan-89,17.11,4.62,5.96,1.67,0.32,,,,,,
13-Jan-89,17.18,4.62,6.01,1.67,0.32,,,,,,
16-Jan-89,17.16,4.6,6.03,1.68,0.32,,,,,,
17-Jan-89,17.06,4.55,5.98,1.67,0.31,,,,,,
18-Jan-89,17.26,4.63,6.05,1.67,0.31,,,,,,
19-Jan-89,17.28,4.62,6.06,1.65,0.32,,,,,,
20-Jan-89,17.26,4.59,6.01,1.62,0.33,,,,,,
23-Jan-89,17.26,4.56,6.03,1.64,0.32,,,,,,
24-Jan-89,17.48,4.61,6.16,1.66,0.32,,,,,,
25-Jan-89,17.55,4.6,6.24,1.66,0.32,,,,,,
26-Jan-89,17.48,4.57,6.33,1.68,0.33,,,,,,
27-Jan-89,17.82,4.65,6.42,1.67,0.33,,,,,,
30-Jan-89,17.7,4.75,6.34,1.67,0.35,,,,,,
31-Jan-89,17.84,4.84,6.49,1.68,0.36,,,,,,
1-Feb-89,17.79,4.88,6.41,1.68,0.36,,,,,,
2-Feb-89,17.65,4.88,6.44,1.68,0.37,,,,,,
3-Feb-89,17.43,4.84,6.49,1.69,0.37,,,,,,
6-Feb-89,17.48,4.85,6.46,1.69,0.36,,,,,,
7-Feb-89,18.33,4.95,6.47,1.69,0.37,,,,,,
8-Feb-89,18.23,4.97,6.38,1.72,0.38,,,,,,
9-Feb-89,18.14,4.88,6.31,1.69,0.38,,,,,,
10-Feb-89,17.94,4.76,6.21,1.65,0.37,,,,,,
13-Feb-89,18.21,4.77,6.19,1.65,0.37,,,,,,
14-Feb-89,17.59,4.74,6.23,1.67,0.36,,,,,,
15-Feb-89,17.74,4.8,6.34,1.66,0.37,,,,,,
16-Feb-89,17.64,4.75,6.44,1.65,0.38,,,,,,
17-Feb-89,17.59,4.78,6.47,1.63,0.38,,,,,,
21-Feb-89,17.67,4.76,6.46,1.64,0.37,,,,,,
22-Feb-89,17.22,4.67,6.29,1.63,0.36,,,,,,
23-Feb-89,17.22,4.71,6.32,1.62,0.36,,,,,,
24-Feb-89,16.72,4.59,6.21,1.59,0.35,,,,,,
27-Feb-89,16.9,4.6,6.22,1.58,0.36,,,,,,
28-Feb-89,16.94,4.57,6.36,1.61,0.36,,,,,,
1-Mar-89,16.77,4.56,6.34,1.6,0.36,,,,,,
2-Mar-89,16.85,4.6,6.46,1.62,0.37,,,,,,
3-Mar-89,16.94,4.63,6.38,1.61,0.37,,,,,,
6-Mar-89,17.14,4.59,6.4,1.61,0.37,,,,,,
7-Mar-89,16.97,4.52,6.37,1.61,0.32,,,,,,
8-Mar-89,16.92,4.5,6.47,1.61,0.32,,,,,,
9-Mar-89,16.97,4.53,6.46,1.61,0.31,,,,,,
10-Mar-89,16.82,4.5,6.42,1.6,0.31,,,,,,
13-Mar-89,16.94,4.53,6.57,1.61,0.32,,,,,,
14-Mar-89,16.82,4.46,6.64,1.62,0.32,,,,,,
15-Mar-89,16.75,4.45,6.59,1.64,0.3,,,,,,
16-Mar-89,16.77,4.53,6.62,1.65,0.31,,,,,,
17-Mar-89,16.6,4.42,6.46,1.63,0.28,,,,,,
20-Mar-89,16.47,4.35,6.37,1.64,0.28,,,,,,
21-Mar-89,16.47,4.33,6.41,1.64,0.3,,,,,,
22-Mar-89,16.47,4.29,6.47,1.64,0.29,,,,,,
23-Mar-89,16.45,4.3,6.41,1.63,0.3,,,,,,
27-Mar-89,16.5,4.33,6.45,1.64,0.3,,,,,,
28-Mar-89,16.57,4.33,6.5,1.65,0.3,,,,,,
29-Mar-89,16.53,4.3,6.53,1.67,0.3,,,,,,
30-Mar-89,16.28,4.32,6.52,1.66,0.3,,,,,,
31-Mar-89,16.47,4.33,6.51,1.68,0.3,,,,,,
3-Apr-89,16.43,4.38,6.52,1.69,0.3,,,,,,
4-Apr-89,16.18,4.31,6.59,1.71,0.3,,,,,,
5-Apr-89,15.83,4.21,6.59,1.75,0.3,,,,,,
6-Apr-89,15.68,4.15,6.6,1.73,0.31,,,,,,
7-Apr-89,15.98,4.23,6.53,1.72,0.31,,,,,,
10-Apr-89,15.98,4.2,6.52,1.72,0.31,,,,,,
11-Apr-89,15.98,4.19,6.61,1.72,0.31,,,,,,
12-Apr-89,15.88,4.15,6.65,1.73,0.29,,,,,,
13-Apr-89,15.88,4.16,6.59,1.71,0.29,,,,,,
14-Apr-89,16.23,4.25,6.74,1.74,0.31,,,,,,
17-Apr-89,16.28,4.24,6.71,1.74,0.31,,,,,,
18-Apr-89,16.72,4.31,6.76,1.77,0.32,,,,,,
19-Apr-89,16.77,4.31,6.76,1.79,0.33,,,,,,
20-Apr-89,16.87,4.28,6.71,1.77,0.34,,,,,,
21-Apr-89,17.02,4.34,6.89,1.8,0.33,,,,,,
24-Apr-89,17.02,4.29,6.79,1.78,0.33,,,,,,
25-Apr-89,16.53,4.32,6.79,1.79,0.33,,,,,,
26-Apr-89,16.57,4.38,6.79,1.79,0.32,,,,,,
27-Apr-89,16.63,4.31,6.84,1.8,0.33,,,,,,
28-Apr-89,16.47,4.3,6.84,1.8,0.34,,,,,,
1-May-89,16.38,4.29,6.75,1.79,0.33,,,,,,
2-May-89,16.33,4.26,6.77,1.79,0.32,,,,,,
3-May-89,16.28,4.23,6.72,1.79,0.32,,,,,,
4-May-89,16.18,4.22,6.75,1.82,0.32,,,,,,
5-May-89,16.03,4.21,6.77,1.83,0.31,,,,,,
8-May-89,16.13,4.18,6.74,1.81,0.31,,,,,,
9-May-89,16.13,4.17,6.77,1.81,0.32,,,,,,
10-May-89,15.97,4.17,6.81,1.8,0.32,,,,,,
11-May-89,15.97,4.21,6.85,1.8,0.32,,,,,,
12-May-89,16.13,4.3,7.05,1.87,0.33,,,,,,
15-May-89,16.48,4.36,7.09,1.87,0.33,,,,,,
16-May-89,16.58,4.38,7.07,1.87,0.34,,,,,,
17-May-89,16.78,4.48,7.16,1.87,0.35,,,,,,
18-May-89,16.84,4.48,7.14,1.87,0.35,,,,,,
19-May-89,17.04,4.5,7.25,1.85,0.35,,,,,,
22-May-89,17.14,4.44,7.19,1.82,0.36,,,,,,
23-May-89,16.53,4.33,7.01,1.78,0.34,,,,,,
24-May-89,16.43,4.26,6.9,1.78,0.35,,,,,,
25-May-89,16.33,4.23,7,1.79,0.35,,,,,,
26-May-89,16.38,4.33,7.06,1.8,0.35,,,,,,
30-May-89,16.33,4.36,6.93,1.79,0.36,,,,,,
31-May-89,16.33,4.39,6.99,1.79,0.36,,,,,,
1-Jun-89,16.68,4.44,7.04,1.79,0.36,,,,,,
2-Jun-89,16.63,4.47,7.25,1.83,0.35,,,,,,
5-Jun-89,16.38,4.45,7.14,1.79,0.34,,,,,,
6-Jun-89,16.53,4.5,7.21,1.81,0.35,,,,,,
7-Jun-89,16.63,4.41,7.24,1.8,0.36,,,,,,
8-Jun-89,16.78,4.36,7.18,1.8,0.36,,,,,,
9-Jun-89,16.68,4.36,7.18,1.8,0.36,,,,,,
12-Jun-89,17.04,4.4,7.14,1.8,0.36,,,,,,
13-Jun-89,17.09,4.4,6.93,1.71,0.34,,,,,,
14-Jun-89,16.94,4.44,6.88,1.7,0.35,,,,,,
15-Jun-89,16.63,4.41,6.85,1.7,0.34,,,,,,
16-Jun-89,16.94,4.4,6.93,1.69,0.34,,,,,,
19-Jun-89,16.73,4.39,6.85,1.69,0.34,,,,,,
20-Jun-89,16.43,4.42,6.79,1.71,0.33,,,,,,
21-Jun-89,16.18,4.39,6.75,1.68,0.33,,,,,,
22-Jun-89,16.28,4.38,6.81,1.68,0.33,,,,,,
23-Jun-89,16.68,4.43,7.04,1.73,0.33,,,,,,
26-Jun-89,16.78,4.39,6.98,1.72,0.33,,,,,,
27-Jun-89,16.84,4.39,7.04,1.71,0.32,,,,,,
28-Jun-89,16.73,4.43,6.99,1.72,0.32,,,,,,
29-Jun-89,16.58,4.34,6.84,1.69,0.31,,,,,,
30-Jun-89,16.88,4.36,6.74,1.69,0.32,,,,,,
3-Jul-89,16.88,4.38,6.83,1.7,0.32,,,,,,
5-Jul-89,16.68,4.34,6.85,1.72,0.33,,,,,,
6-Jul-89,16.53,4.33,6.91,1.71,0.32,,,,,,
7-Jul-89,16.23,4.3,7.11,1.73,0.32,,,,,,
10-Jul-89,16.33,4.29,7.09,1.73,0.33,,,,,,
11-Jul-89,16.58,4.32,7.23,1.73,0.32,,,,,,
12-Jul-89,16.84,4.36,7.25,1.72,0.32,,,,,,
13-Jul-89,16.99,4.36,7.24,1.72,0.32,,,,,,
14-Jul-89,17.59,4.4,7.24,1.73,0.32,,,,,,
17-Jul-89,17.39,4.41,7.29,1.73,0.32,,,,,,
18-Jul-89,17.24,4.39,7.33,1.72,0.32,,,,,,
19-Jul-89,17.59,4.5,7.45,1.77,0.33,,,,,,
20-Jul-89,17.54,4.42,7.45,1.75,0.32,,,,,,
21-Jul-89,18.15,4.5,7.57,1.74,0.33,,,,,,
24-Jul-89,17.79,4.45,7.47,1.75,0.33,,,,,,
25-Jul-89,17.79,4.48,7.43,1.78,0.31,,,,,,
26-Jul-89,18.1,4.54,7.62,1.82,0.32,,,,,,
27-Jul-89,18.25,4.58,7.84,1.89,0.32,,,,,,
28-Jul-89,18.05,4.53,7.68,1.93,0.33,,,,,,
31-Jul-89,18.15,4.56,7.66,1.93,0.33,,,,,,
1-Aug-89,18.05,4.52,7.54,1.9,0.33,,,,,,
2-Aug-89,18.05,4.57,7.58,1.89,0.33,,,,,,
3-Aug-89,18.2,4.57,7.51,1.89,0.33,,,,,,
4-Aug-89,18.2,4.56,7.4,1.9,0.34,,,,,,
7-Aug-89,18.2,4.59,7.56,1.93,0.35,,,,,,
8-Aug-89,18.1,4.59,7.52,1.92,0.36,,,,,,
9-Aug-89,18.25,4.56,7.43,1.91,0.35,,,,,,
10-Aug-89,18.2,4.58,7.45,1.92,0.35,,,,,,
11-Aug-89,18.35,4.57,7.42,1.92,0.35,,,,,,
14-Aug-89,18.25,4.58,7.49,1.92,0.34,,,,,,
15-Aug-89,18.71,4.66,7.63,1.93,0.35,,,,,,
16-Aug-89,18.82,4.72,7.69,1.97,0.34,,,,,,
17-Aug-89,18.71,4.66,7.64,1.97,0.34,,,,,,
18-Aug-89,18.66,4.69,7.61,2,0.35,,,,,,
21-Aug-89,18.35,4.68,7.51,1.97,0.34,,,,,,
22-Aug-89,18.15,4.68,7.4,1.97,0.35,,,,,,
23-Aug-89,18.3,4.74,7.48,1.98,0.36,,,,,,
24-Aug-89,19.23,4.78,7.57,2.06,0.36,,,,,,
25-Aug-89,19.69,4.82,7.47,2.02,0.35,,,,,,
28-Aug-89,19.69,4.84,7.51,2.03,0.36,,,,,,
29-Aug-89,19.38,4.77,7.51,2,0.35,,,,,,
30-Aug-89,20.05,4.84,7.44,2.04,0.36,,,,,,
31-Aug-89,20.15,4.92,7.44,2.06,0.35,,,,,,
1-Sep-89,20.56,4.96,7.47,2.07,0.36,,,,,,
5-Sep-89,20.56,4.9,7.42,2.05,0.36,,,,,,
6-Sep-89,20.62,4.84,7.32,2.03,0.36,,,,,,
7-Sep-89,20.56,4.83,7.21,2.06,0.35,,,,,,
8-Sep-89,20.51,4.9,7.18,2.08,0.36,,,,,,
11-Sep-89,20.25,4.91,7.28,2.04,0.36,,,,,,
12-Sep-89,20.31,4.89,7.23,2.05,0.36,,,,,,
13-Sep-89,20.15,4.76,7.18,2.03,0.37,,,,,,
14-Sep-89,19.95,4.76,7.13,1.99,0.38,,,,,,
15-Sep-89,20.21,4.75,7.18,2,0.38,,,,,,
18-Sep-89,20.25,4.75,7.25,2.01,0.38,,,,,,
19-Sep-89,20.1,4.72,7.3,2.03,0.38,,,,,,
20-Sep-89,19.74,4.65,7.3,2.01,0.39,,,,,,
21-Sep-89,19.54,4.64,7.3,2.01,0.39,,,,,,
22-Sep-89,19.59,4.7,7.31,2,0.4,,,,,,
25-Sep-89,19.38,4.65,7.26,2,0.4,,,,,,
26-Sep-89,19.84,4.67,7.21,1.97,0.4,,,,,,
27-Sep-89,19.74,4.66,7.5,2,0.4,,,,,,
28-Sep-89,19.74,4.66,7.73,2.03,0.41,,,,,,
29-Sep-89,19.18,4.65,7.68,2.04,0.41,,,,,,
2-Oct-89,19.38,4.68,7.68,2.01,0.42,,,,,,
3-Oct-89,19.74,4.81,7.84,2.05,0.42,,,,,,
4-Oct-89,19.84,4.86,7.8,2.05,0.45,,,,,,
5-Oct-89,19.84,4.85,7.88,2.04,0.48,,,,,,
6-Oct-89,20,4.86,7.91,2.05,0.48,,,,,,
9-Oct-89,19.9,4.86,7.91,2.05,0.49,,,,,,
10-Oct-89,19.64,4.83,7.88,2.04,0.49,,,,,,
11-Oct-89,19.38,4.8,7.83,2.05,0.48,,,,,,
12-Oct-89,19.23,4.75,7.74,2.03,0.47,,,,,,
13-Oct-89,17.68,4.48,7.37,1.96,0.44,,,,,,
16-Oct-89,18.66,4.64,7.58,1.96,0.46,,,,,,
17-Oct-89,18.51,4.56,7.63,1.99,0.47,,,,,,
18-Oct-89,18.46,4.54,7.7,2.01,0.48,,,,,,
19-Oct-89,18.71,4.57,7.84,2.02,0.51,,,,,,
20-Oct-89,18.77,4.57,7.88,2.02,0.51,,,,,,
23-Oct-89,18.71,4.56,7.88,2.02,0.5,,,,,,
24-Oct-89,19.23,4.49,7.89,2,0.49,,,,,,
25-Oct-89,18.46,4.44,7.93,2.02,0.48,,,,,,
26-Oct-89,18.25,4.41,7.78,1.99,0.47,,,,,,
27-Oct-89,18.1,4.37,7.64,1.97,0.46,,,,,,
30-Oct-89,18.05,4.34,7.69,1.95,0.48,,,,,,
31-Oct-89,18.25,4.4,7.89,2.01,0.49,,,,,,
1-Nov-89,18.51,4.37,7.88,2.02,0.49,,,,,,
2-Nov-89,18.2,4.31,7.84,2.01,0.46,,,,,,
3-Nov-89,18.25,4.23,7.73,2.02,0.47,,,,,,
6-Nov-89,17.68,4.07,7.65,2,0.46,,,,,,
7-Nov-89,18.05,4.15,7.71,2.01,0.49,,,,,,
8-Nov-89,18.4,4.18,7.92,2.07,0.5,,,,,,
9-Nov-89,18.4,4.14,7.94,2.08,0.5,,,,,,
10-Nov-89,18.51,4.18,8.11,2.1,0.51,,,,,,
13-Nov-89,18.46,4.15,7.71,2.11,0.53,,,,,,
14-Nov-89,18.14,4.11,7.66,2.08,0.52,,,,,,
15-Nov-89,18.14,4.13,7.75,2.09,0.53,,,,,,
16-Nov-89,17.99,4.14,7.78,2.09,0.53,,,,,,
17-Nov-89,18.09,4.16,7.75,2.1,0.52,,,,,,
20-Nov-89,17.99,4.08,7.82,2.1,0.52,,,,,,
21-Nov-89,17.99,4.06,7.8,2.13,0.53,,,,,,
22-Nov-89,17.88,4.07,7.88,2.18,0.53,,,,,,
24-Nov-89,17.99,4.11,8.04,2.19,0.53,,,,,,
27-Nov-89,18.35,4.21,7.98,2.24,0.52,,,,,,
28-Nov-89,18.4,4.23,7.98,2.23,0.52,,,,,,
29-Nov-89,18.25,4.16,7.92,2.2,0.51,,,,,,
30-Nov-89,18.35,4.14,7.99,2.22,0.52,,,,,,
1-Dec-89,18.56,4.22,7.99,2.21,0.51,,,,,,
4-Dec-89,18.56,4.23,7.98,2.22,0.52,,,,,,
5-Dec-89,18.67,4.2,7.85,2.22,0.52,,,,,,
6-Dec-89,18.56,4.2,7.82,2.23,0.51,,,,,,
7-Dec-89,18.72,4.19,7.84,2.2,0.51,,,,,,
8-Dec-89,18.77,4.16,7.81,2.07,0.51,,,,,,
11-Dec-89,18.61,4.11,7.86,2.02,0.5,,,,,,
12-Dec-89,18.46,4.14,7.86,2.05,0.5,,,,,,
13-Dec-89,18.67,4.15,7.84,2.07,0.48,,,,,,
14-Dec-89,18.2,4.08,7.86,2.04,0.47,,,,,,
15-Dec-89,17.78,4.05,7.84,2,0.46,,,,,,
18-Dec-89,17.46,3.97,7.72,1.99,0.47,,,,,,
19-Dec-89,17.25,3.86,7.72,1.97,0.48,,,,,,
20-Dec-89,17.36,3.89,7.72,1.96,0.5,,,,,,
21-Dec-89,17.73,3.98,7.67,2,0.5,,,,,,
22-Dec-89,17.62,3.98,7.78,2.03,0.52,,,,,,
26-Dec-89,17.88,3.99,7.72,2,0.51,,,,,,
27-Dec-89,17.94,4.01,7.8,2.05,0.52,,,,,,
28-Dec-89,17.67,4.05,7.85,2.09,0.51,,,,,,
29-Dec-89,17.67,4.05,7.9,2.08,0.52,,,,,,
2-Jan-90,18.61,4.2,8.01,2.12,0.53,,,,,,
3-Jan-90,18.51,4.22,8.14,2.13,0.54,,,,,,
4-Jan-90,18.46,4.22,8.01,2.16,0.55,,,,,,
5-Jan-90,18.2,4.16,7.85,2.15,0.54,,,,,,
8-Jan-90,18.25,4.16,7.95,2.13,0.55,,,,,,
9-Jan-90,18.35,4.09,7.89,2.08,0.55,,,,,,
10-Jan-90,18.2,4.13,7.78,2.12,0.53,,,,,,
11-Jan-90,18.14,4.18,7.85,2.1,0.52,,,,,,
12-Jan-90,17.41,4.06,7.66,2.06,0.52,,,,,,
15-Jan-90,17.25,4.01,7.47,2.06,0.52,,,,,,
16-Jan-90,17.78,4.18,7.45,2.08,0.53,,,,,,
17-Jan-90,17.57,4.11,7.34,2.08,0.53,,,,,,
18-Jan-90,17.62,4.11,7.44,2.11,0.57,,,,,,
19-Jan-90,17.78,4.14,7.49,2.11,0.57,,,,,,
22-Jan-90,17.25,4.04,7.22,2.08,0.55,,,,,,
23-Jan-90,17.25,4.08,7.33,2.05,0.54,,,,,,
24-Jan-90,17.1,3.99,7.4,2.07,0.55,,,,,,
25-Jan-90,17.2,3.94,7.26,2.04,0.55,,,,,,
26-Jan-90,17.46,4,7.34,2.03,0.55,,,,,,
29-Jan-90,17.25,4.02,7.35,2.05,0.55,,,,,,
30-Jan-90,16.99,4.01,7.3,2.03,0.55,,,,,,
31-Jan-90,17.41,4.07,7.36,2.05,0.56,,,,,,
1-Feb-90,17.52,4.04,7.34,2.06,0.56,,,,,,
2-Feb-90,17.52,4.07,7.39,2.08,0.56,,,,,,
5-Feb-90,17.52,4.11,7.34,2.09,0.57,,,,,,
6-Feb-90,17.36,4.05,7.2,2.06,0.57,,,,,,
7-Feb-90,17.99,4.24,7.42,2.04,0.56,,,,,,
8-Feb-90,17.99,4.15,7.42,2.06,0.57,,,,,,
9-Feb-90,18.25,4.15,7.43,2.02,0.57,,,,,,
12-Feb-90,18.47,4.15,7.35,2.03,0.57,,,,,,
13-Feb-90,18.52,4.17,7.26,2.04,0.57,,,,,,
14-Feb-90,18.31,4.21,7.26,2.05,0.57,,,,,,
15-Feb-90,18.73,4.27,7.42,2.06,0.58,,,,,,
16-Feb-90,18.31,4.19,7.29,2,0.59,,,,,,
20-Feb-90,18.2,4.15,7.22,1.96,0.6,,,,,,
21-Feb-90,18.62,4.27,7.16,1.92,0.58,,,,,,
22-Feb-90,18.52,4.21,7.11,1.79,0.58,,,,,,
23-Feb-90,18.47,4.22,6.93,1.7,0.59,,,,,,
26-Feb-90,18.94,4.33,6.98,1.69,0.6,,,,,,
27-Feb-90,19.16,4.35,7.03,1.78,0.59,,,,,,
28-Feb-90,19.11,4.34,6.97,1.78,0.59,,,,,,
1-Mar-90,19.16,4.33,7.05,1.81,0.6,,,,,,
2-Mar-90,19.58,4.45,7.1,1.86,0.62,,,,,,
5-Mar-90,19.48,4.42,7.09,1.79,0.63,,,,,,
6-Mar-90,19.58,4.5,7.23,1.84,0.63,,,,,,
7-Mar-90,19.26,4.45,7.13,1.83,0.62,,,,,,
8-Mar-90,19.53,4.5,7.08,1.85,0.64,,,,,,
9-Mar-90,19.69,4.47,7.03,1.82,0.64,,,,,,
12-Mar-90,20.01,4.53,7.03,1.84,0.65,,,,,,
13-Mar-90,20.06,4.54,6.89,1.79,0.64,,,,,,
14-Mar-90,19.96,4.5,7,1.77,0.65,,,,,,
15-Mar-90,20.28,4.52,7.08,1.79,0.67,,,,,,
16-Mar-90,20.22,4.59,7.26,1.77,0.69,,,,,,
19-Mar-90,20.22,4.55,7.27,1.81,0.7,,,,,,
20-Mar-90,20.28,4.58,7.17,1.83,0.68,,,,,,
21-Mar-90,19.96,4.53,7.09,1.8,0.68,,,,,,
22-Mar-90,19.8,4.58,7.05,1.76,0.67,,,,,,
23-Mar-90,19.74,4.55,7.14,1.78,0.66,,,,,,
26-Mar-90,20.22,4.58,7.16,1.78,0.67,,,,,,
27-Mar-90,20.38,4.6,7.32,1.81,0.68,,,,,,
28-Mar-90,20.28,4.6,7.37,1.85,0.67,,,,,,
29-Mar-90,19.85,4.53,7.28,1.86,0.66,,,,,,
30-Mar-90,19.53,4.46,7.13,1.83,0.67,,,,,,
2-Apr-90,19.37,4.47,7.22,1.78,0.67,,,,,,
3-Apr-90,19.42,4.52,7.35,1.76,0.7,,,,,,
4-Apr-90,19.64,4.48,7.31,1.72,0.7,,,,,,
5-Apr-90,19.58,4.44,7.4,1.7,0.69,,,,,,
6-Apr-90,19.64,4.42,7.46,1.73,0.69,,,,,,
